UID,Service,Count
103,Roti's,1
103,Main Course,1
103,Eggs & Fresh Meat,1
144,Veg curries,6
144,Toys,2
144,Tiffins,4
144,Sweets & Namkeen,6
144,Starters,19
144,Sports,3
144,Soups,1
144,Snacks,2
144,Sandwiches,1
144,Safety Equipment,1
144,Roti's,3
144,Rice Items,3
144,Quick Bites,3
144,Pooja Needs,4
144,Pizza,2
144,Pickles & Masalas,5
144,Non veg curries,4
144,Mineral Water,3
144,Main Course,3
144,Ice-cream,2
144,Groceries,12
144,Fruits & Vegetables,13
144,Eggs & Fresh Meat,12
144,Dry Fruits,6
144,Diagnostics,4
144,Dal,1
144,Curries,1
144,Combos,1
144,Breads & Cakes,11
144,Bouquets,1
144,Books & Stationery,1
144,Biryani's,1
159,Groceries,1
159,Eggs & Fresh Meat,2
175,Sweets & Namkeen,2
176,Toys,1
176,Tiffins,4
176,Tea,1
176,Sweets & Namkeen,17
176,Safety Equipment,4
176,Roti's,5
176,Pooja Needs,5
176,Pizza,1
176,Pickles & Masalas,5
176,Pets,1
176,Ladies Corner,1
176,Ice-cream,12
176,Groceries,12
176,Fruits & Vegetables,19
176,Fast Foods,1
176,Eggs & Fresh Meat,11
176,ECO Products,3
176,Dry Fruits,1
176,Diagnostics,3
176,Dairy Products,4
176,Curries,4
176,Burgers,4
176,Breads & Cakes,15
176,Bouquets,1
176,Books & Stationery,9
176,Batter,4
177,Tiffins,1
177,Sweets & Namkeen,30
177,Starters,11
177,Snacks,5
177,Roti's,2
177,Rice Items,2
177,Pooja Needs,17
177,Pizza,3
177,Party Menu,3
177,Mineral Water,1
177,Main Course,4
177,Ice-cream,2
177,Groceries,50
177,Fruits & Vegetables,133
177,Festival Stores,3
177,Eggs & Fresh Meat,31
177,Dry Fruits,3
177,Desserts,3
177,Dairy Products,12
177,Curries,2
177,Burgers,4
177,Breads & Cakes,6
177,Books & Stationery,10
177,Batter,6
178,Fruits & Vegetables,2
178,Eggs & Fresh Meat,1
180,Veg curries,2
180,Toys,1
180,Tiffins,10
180,Tea,5
180,Sweets & Namkeen,84
180,Starters,19
180,Sports,1
180,Soups,1
180,Snacks,16
180,Salads,1
180,Safety Equipment,4
180,Roti's,8
180,Rice Items,12
180,Quick Bites,6
180,Pooja Needs,125
180,Plant & Seeds,3
180,Pizza,1
180,Pickles & Powders,2
180,Pickles & Masalas,16
180,Pasta,6
180,Packing Material,1
180,Non veg curries,2
180,News Paper & Magazines,2
180,Mineral Water,28
180,Main Course,6
180,Indian Breads,1
180,Ice-cream,8
180,Health Foods,12
180,Groceries,190
180,Fruits & Vegetables,349
180,Fried Rice,4
180,Festival Stores,15
180,Fast Foods,10
180,Eggs & Fresh Meat,16
180,ECO Products,17
180,Dry Fruits,14
180,Diagnostics,1
180,Desserts,3
180,Dairy Products,20
180,Curries,12
180,Combos,21
180,Chaat's,7
180,Breads & Cakes,12
180,Books & Stationery,10
180,Biryani's,4
180,Beverages,10
180,Batter,31
181,Eggs & Fresh Meat,3
182,Sweets & Namkeen,1
182,Main Course,1
182,Fast Foods,1
182,Curries,2
182,Chaat's,2
183,Tea,1
183,Sweets & Namkeen,15
183,Starters,1
183,Snacks,2
183,Safety Equipment,6
183,Rice Items,2
183,Pooja Needs,4
183,Pickles & Masalas,3
183,Non veg curries,2
183,Ice-cream,9
183,Groceries,16
183,Fruits & Vegetables,242
183,Festival Stores,1
183,Eggs & Fresh Meat,37
183,ECO Products,7
183,Dairy Products,1
183,Curries,2
183,Combos,1
183,Breads & Cakes,3
183,Books & Stationery,1
183,Biryani's,2
183,Beverages & Juices,7
185,Snacks,5
185,Roti's,17
185,Plant & Seeds,1
185,Groceries,1
185,Fruits & Vegetables,15
185,Desserts,1
185,Curries,16
185,Combos,10
185,Chaat's,5
198,Eggs & Fresh Meat,1
198,Dry Fruits,3
200,Sweets & Namkeen,2
200,Plant & Seeds,9
200,Fruits & Vegetables,1
200,Eggs & Fresh Meat,1
203,Sports,1
203,Snacks,3
203,Roti's,5
203,Pooja Needs,3
203,Main Course,2
203,Fruits & Vegetables,16
203,Eggs & Fresh Meat,1
203,Dairy Products,5
203,Chaat's,2
203,Cakes,1
203,Breads & Cakes,2
205,Tiffins,3
205,Sweets & Namkeen,27
205,Snacks,4
205,Roti's,4
205,Pooja Needs,18
205,Plant & Seeds,4
205,News Paper & Magazines,4
205,Groceries,2
205,Fruits & Vegetables,18
205,Combos,2
205,Breads & Cakes,1
205,Books & Stationery,3
206,Groceries,2
209,Sweets & Namkeen,8
209,Starters,4
209,Roti's,3
209,Plant & Seeds,23
209,Groceries,6
209,Fruits & Vegetables,44
209,Eggs & Fresh Meat,1
209,Dry Fruits,3
209,Breads & Cakes,15
210,Sweets & Namkeen,2
210,Pooja Needs,1
210,Packing Material,22
210,Groceries,2
210,Fruits & Vegetables,14
210,Breads & Cakes,1
211,Sweets & Namkeen,4
211,Starters,4
211,Snacks,1
211,Roti's,9
211,Pickles & Masalas,6
211,Non veg curries,2
211,Main Course,1
211,Ice-cream,4
211,Curries,11
211,Combos,4
213,Fruits & Vegetables,49
213,Batter,2
214,Starters,6
214,Roti's,1
214,Pizza,1
214,Fried Chicken,1
214,Curries,1
214,Burgers,1
214,Biryani's,2
215,Sweets & Namkeen,9
215,Pooja Needs,5
215,Packing Material,1
215,Groceries,16
215,Fruits & Vegetables,15
215,Eggs & Fresh Meat,3
215,Breads & Cakes,2
215,Batter,3
216,Fruits & Vegetables,128
216,Eggs & Fresh Meat,3
216,Batter,2
217,Roti's,5
217,Main Course,1
217,Fruits & Vegetables,22
217,Eggs & Fresh Meat,2
217,Desserts,1
217,Dal,1
217,Dairy Products,2
217,Combos,1
218,Sweets & Namkeen,3
218,Starters,2
218,Snacks,1
218,Salads,1
218,Roti's,1
218,Rice Items,1
218,Pasta,1
218,Mineral Water,51
218,Fast Foods,1
218,Eggs & Fresh Meat,1
218,Desserts,1
218,Curries,7
218,Combos,1
220,Roti's,4
220,Fruits & Vegetables,11
220,Eggs & Fresh Meat,1
220,Curries,4
220,Breads & Cakes,1
221,Plant & Seeds,1
221,Fruits & Vegetables,8
221,Eggs & Fresh Meat,4
222,Sweets & Namkeen,29
222,Starters,10
222,Snacks,1
222,Salads,1
222,Roti's,18
222,Rice Items,8
222,Quick Bites,1
222,Pooja Needs,9
222,Pickles & Masalas,1
222,Main Course,1
222,Groceries,3
222,Fruits & Vegetables,212
222,Festival Stores,1
222,Fast Foods,1
222,Eggs & Fresh Meat,18
222,Desserts,3
222,Curries,18
222,Combos,6
222,Chaat's,3
222,Burgers,1
222,Breads & Cakes,5
224,Tiffins,1
224,Starters,1
224,Roti's,9
224,Rice Items,3
224,Ladies Corner,1
224,Curries,12
224,Combos,2
224,Breads & Cakes,1
224,Books & Stationery,1
224,Beverages & Juices,1
225,Tiffins,1
225,Soups,3
225,Snacks,1
225,Main Course,1
225,Fruits & Vegetables,41
225,Curries,1
225,Combos,2
225,Breads & Cakes,1
225,Beverages & Juices,9
228,Sweets & Namkeen,2
228,Groceries,20
228,Fruits & Vegetables,66
228,Eggs & Fresh Meat,26
228,Dry Fruits,1
228,Dairy Products,1
228,Books & Stationery,9
228,Batter,2
236,Toys,1
236,Starters,1
236,Plant & Seeds,6
236,Pizza,1
236,Pets,2
236,Groceries,2
236,Fruits & Vegetables,50
236,Eggs & Fresh Meat,2
236,Desserts,1
236,Curries,1
236,Breads & Cakes,2
241,Mineral Water,17
241,Breads & Cakes,3
242,Tiffins,1
242,Sweets & Namkeen,6
242,Snacks,3
242,Roti's,2
242,Rice Items,7
242,Pizza,1
242,Pickles & Masalas,1
242,Mineral Water,6
242,Groceries,1
242,Fruits & Vegetables,39
242,Eggs & Fresh Meat,1
242,Curries,4
242,Combos,4
242,Chaat's,2
242,Burgers,1
242,Breads & Cakes,1
242,Breads,1
242,Books & Stationery,1
243,Toys,1
243,Sweets & Namkeen,4
244,Tiffins,1
244,Sweets & Namkeen,3
244,Starters,4
244,Snacks,1
244,Salads,1
244,Safety Equipment,6
244,Rice Items,2
244,Light Meal,1
244,Groceries,1
244,Fruits & Vegetables,4
244,Fast Foods,2
244,Combos,2
244,Breads & Cakes,1
245,Sweets & Namkeen,2
245,Groceries,6
245,Fruits & Vegetables,15
246,Sweets & Namkeen,56
246,Fruits & Vegetables,26
246,Curries,1
246,Books & Stationery,9
247,Toys,1
247,Sweets & Namkeen,20
247,Starters,1
247,Snacks,2
247,Rice Items,1
247,Pooja Needs,2
247,Plant & Seeds,8
247,Packing Material,4
247,Groceries,5
247,Fruits & Vegetables,66
247,Eggs & Fresh Meat,3
247,Curries,1
247,Books & Stationery,5
249,Sweets & Namkeen,3
249,Snacks,1
249,Plant & Seeds,1
249,Groceries,2
249,Fruits & Vegetables,3
249,Eggs & Fresh Meat,11
249,Breads & Cakes,6
250,Snacks,2
250,Roti's,3
250,Rice Items,1
250,Pooja Needs,4
250,Plant & Seeds,2
250,Groceries,2
250,Fruits & Vegetables,33
250,Fast Foods,1
250,Eggs & Fresh Meat,1
250,Curries,2
250,Combos,1
250,Chaat's,4
250,Books & Stationery,1
251,Plant & Seeds,1
255,Starters,1
255,Snacks,1
255,Main Course,2
255,Festival Stores,1
255,Combos,2
255,Breads & Cakes,1
257,Sweets & Namkeen,8
257,Groceries,14
257,Fruits & Vegetables,180
257,Eggs & Fresh Meat,21
257,Desserts,1
257,Dairy Products,1
257,Combos,1
257,Breads & Cakes,1
258,Pickles & Masalas,1
258,Groceries,2
258,Eggs & Fresh Meat,2
259,Sweets & Namkeen,4
259,Pooja Needs,7
259,Breads & Cakes,1
260,Sweets & Namkeen,6
260,Plant & Seeds,1
260,Books & Stationery,3
261,Starters,1
261,Rice Items,2
261,Fast Foods,5
261,Combos,1
262,Tiffins,1
262,Sweets & Namkeen,45
262,Starters,2
262,Snacks,6
262,Roti's,19
262,Rice Items,6
262,Pooja Needs,5
262,Plant & Seeds,4
262,Pickles & Masalas,1
262,Mineral Water,6
262,Main Course,5
262,Health Foods,1
262,Groceries,35
262,Fruits & Vegetables,123
262,Festival Stores,2
262,Fast Foods,1
262,Eggs & Fresh Meat,23
262,Desserts,2
262,Dairy Products,15
262,Curries,11
262,Combos,5
262,Chaat's,1
262,Breads & Cakes,43
262,Batter,2
263,Tiffins,1
263,Plant & Seeds,1
263,Mineral Water,3
263,Groceries,3
263,Fruits & Vegetables,15
263,Diagnostics,13
263,Dairy Products,1
263,Breads & Cakes,1
263,Batter,2
264,Snacks,2
264,Salads,1
264,Roti's,1
264,Curries,5
264,Combos,1
265,Sweets & Namkeen,12
265,Starters,1
265,Plant & Seeds,4
265,Mineral Water,4
265,Ladies Corner,1
265,Ice-cream,1
265,Fruits & Vegetables,4
265,Eggs & Fresh Meat,96
265,Dairy Products,22
265,Breads & Cakes,4
265,Beverages,1
265,Batter,6
266,Fast Foods,2
268,Starters,5
268,Snacks,1
268,Roti's,2
268,Plant & Seeds,1
268,Non veg curries,1
268,Mineral Water,2
268,Fruits & Vegetables,9
268,Eggs & Fresh Meat,6
268,Dairy Products,1
268,Batter,2
271,Tiffins,2
271,Sweets & Namkeen,17
271,Starters,2
271,Sports,1
271,Snacks,6
271,Sandwiches,2
271,Salads,2
271,Safety Equipment,17
271,Roti's,12
271,Rice Items,11
271,Pooja Needs,4
271,Plant & Seeds,5
271,Pickles & Masalas,2
271,Health Foods,3
271,Groceries,33
271,Fruits & Vegetables,119
271,Fried Rice,2
271,Eggs & Fresh Meat,38
271,ECO Products,1
271,Dry Fruits,2
271,Desserts,1
271,Curries,11
271,Combos,1
271,Burgers,3
271,Breads & Cakes,6
271,Books & Stationery,1
271,Biryani's,2
271,Beverages & Juices,1
272,Snacks,1
272,Roti's,1
272,Combos,4
273,Pooja Needs,1
275,Sports,1
275,Snacks,1
275,Pooja Needs,1
275,Pizza,2
275,Ice-cream,14
275,Fruits & Vegetables,24
275,Eggs & Fresh Meat,2
275,Chaat's,1
276,Sweets & Namkeen,6
276,Starters,3
276,Pizza,1
276,Pickles & Masalas,4
276,Fruits & Vegetables,7
276,Fast Foods,4
276,Eggs & Fresh Meat,5
276,Burgers,2
277,Tiffins,7
277,Sweets & Namkeen,3
277,Snacks,3
277,Roti's,18
277,Rice Items,8
277,Pooja Needs,9
277,Plant & Seeds,6
277,Main Course,6
277,Ice-cream,6
277,Groceries,14
277,Fruits & Vegetables,49
277,Festival Stores,2
277,Fast Foods,1
277,Eggs & Fresh Meat,4
277,Dishwasher Essentials,1
277,Desserts,1
277,Curries,9
277,Combos,18
277,Chaat's,2
277,Breads & Cakes,2
277,Books & Stationery,1
277,Biryani's,1
278,Sweets & Namkeen,14
278,Starters,4
278,Snacks,10
278,Roti's,2
278,Pizza,1
278,Light Meal,2
278,Ice-cream,5
278,Groceries,6
278,Fruits & Vegetables,133
278,Eggs & Fresh Meat,14
278,Desserts,1
278,Dairy Products,14
278,Curries,2
278,Combos,2
278,Chaat's,5
278,Cakes,1
278,Burgers,3
278,Breads & Cakes,21
278,Books & Stationery,1
278,Beverages & Juices,2
278,Beverages,1
278,Batter,3
279,Sweets & Namkeen,12
279,Groceries,2
279,Fruits & Vegetables,7
279,Eggs & Fresh Meat,57
279,Dry Fruits,3
279,Chaat's,1
279,Breads & Cakes,1
282,Toys,10
282,Sweets & Namkeen,21
282,Sports,2
282,Roti's,1
282,Pooja Needs,43
282,Plant & Seeds,6
282,Pickles & Masalas,2
282,Ladies Corner,4
282,Groceries,31
282,Fruits & Vegetables,58
282,Festival Stores,3
282,Desserts,1
282,Dairy Products,1
282,Curries,2
282,Combos,3
282,Breads & Cakes,7
282,Books & Stationery,40
287,Toys,1
287,Tiffins,1
287,Sweets & Namkeen,27
287,Snacks,11
287,Safety Equipment,19
287,Roti's,7
287,Rice Items,4
287,Pooja Needs,23
287,Plant & Seeds,13
287,Pizza,2
287,Pickles & Masalas,1
287,Pasta,1
287,Mineral Water,4
287,Main Course,1
287,Light Meal,2
287,Indian Breads,1
287,Health Foods,2
287,Groceries,96
287,Fruits & Vegetables,224
287,Festival Stores,10
287,Fast Foods,5
287,Eggs & Fresh Meat,83
287,ECO Products,1
287,Dry Fruits,12
287,Diagnostics,3
287,Dairy Products,18
287,Curries,3
287,Combos,3
287,Chaat's,7
287,Burgers,1
287,Breads & Cakes,14
287,Books & Stationery,29
287,Biryani's,1
287,Batter,7
288,Fruits & Vegetables,21
288,Eggs & Fresh Meat,1
290,Starters,1
290,Safety Equipment,1
290,Pooja Needs,3
290,Party Menu,1
290,Main Course,1
290,Fruits & Vegetables,13
290,Eggs & Fresh Meat,2
290,Breads & Cakes,1
290,Books & Stationery,5
292,Tiffins,1
292,Sweets & Namkeen,3
292,Starters,1
292,Roti's,5
292,Pooja Needs,5
292,Plant & Seeds,4
292,Health Foods,1
292,Fruits & Vegetables,60
292,Fast Foods,1
292,Curries,1
292,Combos,1
292,Breads & Cakes,2
292,Books & Stationery,4
292,Biryani's,1
294,Toys,9
294,Sweets & Namkeen,92
294,Starters,3
294,Snacks,3
294,Rice Items,1
294,Pooja Needs,9
294,Plant & Seeds,39
294,Pickles & Masalas,5
294,Packing Material,2
294,Mineral Water,1
294,Main Course,1
294,Groceries,20
294,Fruits & Vegetables,709
294,Festival Stores,2
294,Eggs & Fresh Meat,99
294,Dishwasher Essentials,5
294,Dairy Products,4
294,Chaat's,3
294,Breads & Cakes,57
294,Books & Stationery,29
294,Batter,5
296,Roti's,3
296,Plant & Seeds,7
296,Groceries,2
296,Breads & Cakes,2
296,Books & Stationery,2
298,Toys,1
298,Tiffins,8
298,Sweets & Namkeen,85
298,Snacks,10
298,Roti's,6
298,Rice Items,3
298,Pickles & Masalas,6
298,Pasta,1
298,Party Menu,7
298,Mineral Water,1
298,Main Course,2
298,Ice-cream,10
298,Health Foods,2
298,Groceries,137
298,Fruits & Vegetables,383
298,Festival Stores,5
298,Eggs & Fresh Meat,5
298,Desserts,1
298,Dairy Products,19
298,Curries,24
298,Combos,8
298,Chaat's,3
298,Breads & Cakes,38
298,Bouquets,1
298,Books & Stationery,13
298,Beverages,1
298,Batter,57
305,Sweets & Namkeen,21
305,Starters,2
305,Snacks,3
305,Roti's,2
305,Rice Items,1
305,Pickles & Masalas,1
305,Main Course,1
305,Ladies Corner,1
305,Ice-cream,1
305,Health Foods,1
305,Groceries,43
305,Fruits & Vegetables,223
305,Eggs & Fresh Meat,93
305,Dry Fruits,1
305,Dairy Products,12
305,Combos,1
305,Breads & Cakes,42
305,Books & Stationery,17
305,Batter,11
306,Tiffins,6
306,Sweets & Namkeen,35
306,Starters,4
306,Snacks,2
306,Roti's,10
306,Rice Items,2
306,Pickles & Masalas,2
306,Light Meal,1
306,Groceries,32
306,Fruits & Vegetables,218
306,Festival Stores,2
306,Eggs & Fresh Meat,25
306,Dry Fruits,4
306,Dairy Products,3
306,Curries,12
306,Combos,2
306,Books & Stationery,3
306,Batter,1
309,Tiffins,3
309,Tea,1
309,Sweets & Namkeen,20
309,Starters,6
309,Snacks,8
309,Sandwiches,5
309,Salads,1
309,Roti's,11
309,Rice Items,4
309,Pizza,1
309,Pickles & Masalas,6
309,Pasta,3
309,Mineral Water,1
309,Main Course,3
309,Ice-cream,2
309,Groceries,17
309,Fruits & Vegetables,78
309,Fried Rice,1
309,Festival Stores,2
309,Eggs & Fresh Meat,34
309,Dry Fruits,1
309,Desserts,4
309,Dairy Products,1
309,Curries,3
309,Combos,11
309,Chaat's,4
309,Cakes,2
309,Breads & Cakes,26
309,Books & Stationery,14
309,Beverages & Juices,1
315,Tiffins,33
315,Sweets & Namkeen,1
315,Starters,4
315,Sports,1
315,Snacks,22
315,Roti's,27
315,Rice Items,16
315,Pizza,1
315,Pickles & Masalas,5
315,Desserts,1
315,Curries,22
315,Combos,17
315,Chaat's,7
315,Beverages & Juices,2
316,Sweets & Namkeen,11
316,Snacks,3
316,Safety Equipment,1
316,Roti's,2
316,Pooja Needs,6
316,Plant & Seeds,23
316,News Paper & Magazines,3
316,Main Course,4
316,Ice-cream,13
316,Groceries,57
316,Fruits & Vegetables,599
316,Eggs & Fresh Meat,4
316,Dairy Products,18
316,Curries,5
316,Combos,1
316,Breads & Cakes,27
316,Books & Stationery,3
317,Fruits & Vegetables,7
317,Combos,2
320,Tiffins,2
320,Sweets & Namkeen,31
320,Starters,1
320,Snacks,10
320,Safety Equipment,16
320,Roti's,24
320,Rice Items,6
320,Quick Bites,1
320,Plant & Seeds,15
320,Pizza,1
320,Pickles & Powders,3
320,Main Course,1
320,Indian Breads,1
320,Groceries,1
320,Fruits & Vegetables,17
320,Eggs & Fresh Meat,3
320,Dairy Products,2
320,Curries,5
320,Combos,1
320,Chaat's,1
320,Cakes,1
320,Breads & Cakes,1
320,Books & Stationery,4
320,Beverages & Juices,1
320,Batter,2
321,Toys,1
321,Tiffins,11
321,Tea,3
321,Sweets & Namkeen,49
321,Starters,1
321,Snacks,33
321,Sandwiches,1
321,Safety Equipment,6
321,Roti's,35
321,Rice Items,3
321,Pooja Needs,3
321,Pickles & Powders,2
321,Pickles & Masalas,1
321,Main Course,2
321,Light Meal,1
321,Indian Breads,1
321,Ice-cream,7
321,Groceries,34
321,Fruits & Vegetables,321
321,Fast Foods,1
321,Eggs & Fresh Meat,1
321,Dairy Products,3
321,Curries,22
321,Combos,15
321,Chaat's,5
321,Burgers,1
321,Breads & Cakes,15
321,Books & Stationery,9
321,Beverages & Juices,1
322,Snacks,8
322,Safety Equipment,4
322,Roti's,12
322,Quick Bites,1
322,Mineral Water,18
322,Main Course,1
322,Fruits & Vegetables,35
322,Fast Foods,1
322,Dal,1
322,Curries,6
322,Combos,3
322,Chaat's,1
322,Burgers,1
326,Sweets & Namkeen,17
326,Safety Equipment,2
326,Plant & Seeds,27
326,Mineral Water,3
326,Health Foods,2
326,Groceries,3
326,Fruits & Vegetables,108
326,Festival Stores,1
326,Dairy Products,26
326,Breads & Cakes,84
326,Books & Stationery,2
326,Batter,4
328,Starters,2
328,Snacks,1
328,Pooja Needs,3
328,Mineral Water,3
328,Groceries,2
328,Fruits & Vegetables,7
328,Curries,2
328,Chaat's,1
328,Books & Stationery,1
329,Sweets & Namkeen,18
329,Fruits & Vegetables,6
329,Breads & Cakes,15
329,Bouquets,1
330,Sweets & Namkeen,3
330,Main Course,3
330,Fruits & Vegetables,1
330,Eggs & Fresh Meat,1
330,Batter,1
331,Sweets & Namkeen,37
331,Safety Equipment,6
331,Pooja Needs,36
331,Pickles & Masalas,3
331,Pets,1
331,Groceries,7
331,Fruits & Vegetables,134
331,Festival Stores,7
331,Dairy Products,19
331,Breads & Cakes,4
331,Batter,2
332,Tiffins,11
332,Sweets & Namkeen,2
332,Starters,2
332,Sports,2
332,Snacks,2
332,Roti's,11
332,Rice Items,3
332,Pooja Needs,6
332,Mineral Water,19
332,Groceries,3
332,Fruits & Vegetables,77
332,Eggs & Fresh Meat,27
332,Curries,2
332,Combos,7
332,Breads & Cakes,15
332,Books & Stationery,9
333,Toys,1
333,Rice Items,2
333,Plant & Seeds,17
333,Pasta,2
333,Groceries,2
333,Fruits & Vegetables,18
333,Dairy Products,5
333,Breads & Cakes,3
333,Books & Stationery,1
333,Biryani's,1
335,Sweets & Namkeen,2
335,Starters,1
335,Soups,3
335,Snacks,1
335,Roti's,10
335,Rice Items,2
335,Quick Bites,2
335,Pickles & Powders,1
335,Pasta,1
335,Main Course,3
335,Desserts,2
335,Curries,2
335,Combos,5
336,Sweets & Namkeen,1
336,Snacks,1
336,Rice Items,1
336,Pooja Needs,7
336,Plant & Seeds,40
336,Pickles & Masalas,3
336,Packing Material,4
336,Ladies Corner,1
336,Ice-cream,4
336,Groceries,24
336,Fruits & Vegetables,136
336,Festival Stores,1
336,Eggs & Fresh Meat,58
336,ECO Products,1
336,Dry Fruits,11
336,Dairy Products,18
336,Breads & Cakes,28
336,Books & Stationery,3
336,Batter,9
338,Safety Equipment,1
338,Fruits & Vegetables,40
338,Fast Foods,1
338,Eggs & Fresh Meat,9
339,Sweets & Namkeen,34
339,Plant & Seeds,10
339,Groceries,37
339,Fruits & Vegetables,257
339,Festival Stores,2
339,Eggs & Fresh Meat,56
339,Dairy Products,18
339,Breads & Cakes,17
341,Sweets & Namkeen,5
341,Starters,1
341,Roti's,1
341,Pooja Needs,11
341,Pickles & Masalas,3
341,Main Course,1
341,Ice-cream,2
341,Groceries,3
341,Fruits & Vegetables,36
341,Dry Fruits,12
341,Dishwasher Essentials,8
341,Dairy Products,1
341,Breads & Cakes,1
341,Beverages,3
343,Tiffins,7
343,Sweets & Namkeen,8
343,Starters,1
343,Snacks,2
343,Roti's,5
343,Rice Items,3
343,Main Course,2
343,Fruits & Vegetables,1
343,Fast Foods,7
343,Eggs & Fresh Meat,22
343,Dal,1
343,Curries,4
343,Combos,4
343,Chaat's,2
344,Sweets & Namkeen,6
344,Safety Equipment,3
344,Plant & Seeds,1
344,Eggs & Fresh Meat,7
347,Sweets & Namkeen,36
347,Starters,1
347,Snacks,1
347,Safety Equipment,1
347,Roti's,4
347,Quick Bites,1
347,Pizza,1
347,Pickles & Masalas,2
347,Health Foods,1
347,Groceries,5
347,Fruits & Vegetables,28
347,Eggs & Fresh Meat,15
347,Dry Fruits,1
347,Diagnostics,2
347,Dairy Products,2
347,Burgers,1
347,Breads & Cakes,3
347,Books & Stationery,3
347,Batter,1
348,Sports,1
348,Safety Equipment,1
348,Fast Foods,1
348,Eggs & Fresh Meat,1
352,Pooja Needs,1
352,Fruits & Vegetables,10
352,Curries,2
354,Snacks,2
354,Eggs & Fresh Meat,2
354,Biryani's,1
355,Sweets & Namkeen,33
355,Roti's,17
355,Mineral Water,64
355,Fruits & Vegetables,227
355,Curries,7
355,Combos,13
355,Breads & Cakes,7
355,Books & Stationery,1
356,Plant & Seeds,2
356,Groceries,1
356,Fruits & Vegetables,6
356,Dishwasher Essentials,6
356,Dairy Products,3
357,Sweets & Namkeen,2
357,Batter,2
359,Pooja Needs,4
359,Groceries,21
359,Fruits & Vegetables,72
359,Eggs & Fresh Meat,24
359,Breads & Cakes,1
359,Batter,40
360,Sweets & Namkeen,8
360,Starters,7
360,Snacks,22
360,Salads,5
360,Roti's,4
360,Rice Items,2
360,Plant & Seeds,16
360,Mineral Water,1
360,Main Course,5
360,Fruits & Vegetables,27
360,Fried Rice,1
360,Eggs & Fresh Meat,50
360,Desserts,1
360,Curries,3
360,Combos,2
360,Chaat's,4
360,Breads & Cakes,2
360,Books & Stationery,9
362,Roti's,3
362,Rice Items,1
362,Mineral Water,5
362,Groceries,2
362,Fruits & Vegetables,15
362,Eggs & Fresh Meat,6
362,Dairy Products,1
362,Curries,2
362,Combos,3
362,Breads & Cakes,3
362,Biryani's,1
363,Fruits & Vegetables,15
363,Eggs & Fresh Meat,3
364,Sweets & Namkeen,7
364,Snacks,3
364,Roti's,3
364,Quick Bites,1
364,Pooja Needs,2
364,Plant & Seeds,65
364,Pizza,3
364,Pickles & Masalas,3
364,Ice-cream,5
364,Fruits & Vegetables,46
364,Festival Stores,1
364,Fast Foods,3
364,Eggs & Fresh Meat,3
364,ECO Products,2
364,Dairy Products,3
364,Combos,2
364,Chaat's,2
364,Breads & Cakes,8
364,Beverages,1
364,Batter,5
365,Toys,1
365,Tiffins,16
365,Sweets & Namkeen,12
365,Sports,2
365,Snacks,5
365,Roti's,41
365,Rice Items,2
365,Pooja Needs,50
365,Pizza,1
365,Pickles & Masalas,8
365,Groceries,22
365,Fruits & Vegetables,1118
365,Festival Stores,5
365,Eggs & Fresh Meat,32
365,Dry Fruits,3
365,Desserts,2
365,Dairy Products,20
365,Curries,8
365,Combos,8
365,Breads & Cakes,45
365,Books & Stationery,9
366,Tiffins,2
366,Combos,1
367,Starters,1
367,Snacks,1
367,Sandwiches,1
367,Roti's,5
367,Main Course,2
367,Fruits & Vegetables,1
367,Curries,1
367,Combos,1
367,Chaat's,2
367,Beverages,1
368,Rice Items,1
368,Mineral Water,3
368,Fruits & Vegetables,5
369,Tiffins,4
369,Sweets & Namkeen,31
369,Snacks,5
369,Safety Equipment,2
369,Rice Items,1
369,Pooja Needs,3
369,Plant & Seeds,1
369,Groceries,2
369,Fruits & Vegetables,43
369,Fast Foods,1
369,ECO Products,1
369,Dry Fruits,4
369,Dishwasher Essentials,3
369,Curries,1
369,Combos,1
369,Chaat's,1
369,Breads & Cakes,4
369,Books & Stationery,2
369,Batter,1
370,Toys,2
370,Tiffins,15
370,Sweets & Namkeen,20
370,Starters,1
370,Sports,1
370,Snacks,5
370,Salads,1
370,Roti's,49
370,Rice Items,1
370,Pooja Needs,1
370,Pickles & Masalas,5
370,Main Course,1
370,Ladies Corner,4
370,Groceries,32
370,Fruits & Vegetables,34
370,Eggs & Fresh Meat,2
370,Curries,11
370,Combos,11
370,Breads & Cakes,9
370,Books & Stationery,83
370,Batter,7
371,Sweets & Namkeen,16
371,Roti's,1
371,Rice Items,3
371,Pickles & Masalas,1
371,Main Course,1
371,Fruits & Vegetables,2
371,Eggs & Fresh Meat,1
371,Curries,1
371,Breads & Cakes,3
371,Batter,1
372,Sweets & Namkeen,33
372,Ice-cream,11
372,Fruits & Vegetables,102
372,Eggs & Fresh Meat,3
372,Breads & Cakes,14
373,Sweets & Namkeen,11
373,Starters,1
373,Rice Items,3
373,Quick Bites,1
373,Pooja Needs,77
373,Plant & Seeds,21
373,Pizza,2
373,Health Foods,7
373,Groceries,4
373,Fruits & Vegetables,37
373,Festival Stores,1
373,Eggs & Fresh Meat,13
373,Curries,3
373,Combos,2
373,Breads & Cakes,1
373,Books & Stationery,13
373,Beverages & Juices,1
373,Batter,1
376,Toys,1
376,Tiffins,2
376,Sweets & Namkeen,2
376,Soups,1
376,Snacks,4
376,Safety Equipment,6
376,Roti's,2
376,Pooja Needs,24
