UID,Service,Count
21880,Breads & Cakes,3
21880,Books & Stationery,2
21881,Sweets & Namkeen,23
21881,Pickles & Masalas,1
21881,Fruits & Vegetables,10
21883,Sweets & Namkeen,4
21883,Groceries,5
21883,Fruits & Vegetables,7
21883,Eggs & Fresh Meat,1
21883,Breads & Cakes,17
21884,Sweets & Namkeen,58
21884,Groceries,1
21884,Fruits & Vegetables,36
21884,Dry Fruits,2
21884,Breads & Cakes,32
21886,Breads & Cakes,1
21887,Sweets & Namkeen,37
21887,Pickles & Masalas,37
21887,Fruits & Vegetables,12
21887,Festival Stores,1
21887,Dry Fruits,17
21887,Breads & Cakes,1
21895,Pooja Needs,5
21895,Groceries,1
21895,Fruits & Vegetables,20
21895,Eggs & Fresh Meat,1
21897,Fruits & Vegetables,9
21903,Health Foods,1
21903,Fruits & Vegetables,1
21903,Breads & Cakes,1
21906,Sweets & Namkeen,3
21906,Fruits & Vegetables,8
21906,Dishwasher Essentials,8
21906,Books & Stationery,5
21906,Batter,1
21909,Sweets & Namkeen,14
21909,Starters,2
21909,Festival Stores,1
21909,Beverages,1
21912,Fruits & Vegetables,3
21912,Dairy Products,2
21912,Breads & Cakes,3
21924,Snacks,1
21927,Tiffins,1
21927,Sweets & Namkeen,11
21927,Snacks,1
21927,Roti's,1
21927,Pickles & Masalas,7
21927,Party Menu,5
21927,Jams & Spreads,1
21927,Health Foods,1
21927,Groceries,19
21927,Fruits & Vegetables,21
21927,Dairy Products,13
21927,Combos,1
21927,Breads & Cakes,9
21927,Beverages & Juices,1
21927,Beverages,2
21928,Snacks,1
21928,Combos,3
21929,Sweets & Namkeen,3
21931,Snacks,2
21931,Quick Bites,1
21931,Plant & Seeds,1
21931,Pickles & Masalas,2
21931,Fruits & Vegetables,2
21931,Eggs & Fresh Meat,1
21931,Desserts,1
21931,Curries,1
21931,Combos,3
21931,Chaat's,1
21931,Breads & Cakes,1
21939,Sweets & Namkeen,2
21939,Starters,1
21939,Snacks,2
21939,Roti's,3
21939,Plant & Seeds,4
21939,Fruits & Vegetables,1
21939,Curries,3
21939,Breads & Cakes,1
21939,Bouquets,1
21940,Pizza,1
21940,Ice-cream,1
21940,Breads & Cakes,2
21942,Sweets & Namkeen,7
21942,Pooja Needs,1
21942,Fruits & Vegetables,199
21942,Festival Stores,1
21942,Dairy Products,2
21949,Plant & Seeds,5
21949,Dairy Products,1
21953,Packing Material,2
21953,Eggs & Fresh Meat,3
21953,Breads & Cakes,4
21957,Starters,2
21957,Roti's,1
21957,Rice Items,2
21957,Main Course,3
21957,Curries,4
21957,Combos,3
21957,Chaat's,6
21958,Mineral Water,1
21958,Burgers,1
21962,Eggs & Fresh Meat,1
21964,Veg curries,1
21964,Tiffins,1
21964,Snacks,1
21971,Roti's,2
21971,Pooja Needs,2
21971,Plant & Seeds,1
21971,Mineral Water,1
21971,Groceries,63
21971,Fruits & Vegetables,119
21971,Eggs & Fresh Meat,17
21971,Diagnostics,2
21971,Curries,1
21971,Batter,1
21974,Combos,1
21977,Tiffins,1
21977,Roti's,1
21977,Rice Items,1
21977,Fruits & Vegetables,5
21977,Combos,15
21977,Chaat's,1
21979,Starters,1
21982,Starters,3
21982,Snacks,2
21982,Roti's,1
21982,Combos,2
21986,Sweets & Namkeen,7
21986,Fruits & Vegetables,13
21990,Roti's,4
21990,Pickles & Masalas,6
21990,Dairy Products,2
21990,Curries,1
21990,Combos,2
21990,Breads & Cakes,1
21993,Fruits & Vegetables,1
22000,Starters,1
22000,Roti's,3
22000,Eggs & Fresh Meat,1
22000,Curries,4
22000,Combos,6
22003,Groceries,22
22003,Fruits & Vegetables,60
22003,Dairy Products,1
22010,Snacks,1
22010,Roti's,1
22011,Snacks,1
22011,Packing Material,1
22016,Eggs & Fresh Meat,3
22025,Ice-cream,1
22032,Fruits & Vegetables,14
22034,Roti's,8
22034,Combos,4
22035,Sweets & Namkeen,2
22035,Pooja Needs,12
22035,Fruits & Vegetables,10
22035,Festival Stores,1
22035,Breads & Cakes,1
22035,Batter,1
22036,Fruits & Vegetables,1
22036,Festival Stores,2
22038,Sweets & Namkeen,1
22041,Pooja Needs,2
22041,Breads & Cakes,1
22047,Roti's,3
22047,Curries,1
22047,Combos,2
22049,Fruits & Vegetables,6
22053,Starters,1
22053,Snacks,2
22053,Roti's,1
22053,Curries,3
22053,Combos,4
22055,Snacks,2
22055,Combos,1
22058,Sweets & Namkeen,1
22063,Festival Stores,1
22067,Snacks,1
22067,Sandwiches,1
22067,Pasta,1
22073,Fruits & Vegetables,3
22080,Festival Stores,1
22082,Ice-cream,1
22082,Fruits & Vegetables,36
22082,Festival Stores,1
22083,Pickles & Masalas,1
22083,Fruits & Vegetables,8
22083,Festival Stores,1
22083,Eggs & Fresh Meat,1
22086,Festival Stores,2
22090,Festival Stores,2
22091,Pooja Needs,2
22091,Fruits & Vegetables,1
22094,Groceries,1
22096,Fruits & Vegetables,5
22097,Ice-cream,1
22097,Festival Stores,1
22100,Pooja Needs,1
22100,Health Foods,1
22100,Fruits & Vegetables,75
22100,Eggs & Fresh Meat,1
22100,Dry Fruits,6
22102,Ice-cream,1
22102,Groceries,1
22102,Fruits & Vegetables,41
22102,Eggs & Fresh Meat,1
22103,Sweets & Namkeen,12
22103,Breads & Cakes,1
22104,Sweets & Namkeen,3
22104,Dairy Products,2
22105,Festival Stores,2
22108,Sweets & Namkeen,1
22108,Pooja Needs,1
22108,Festival Stores,3
22110,Ice-cream,1
22111,Ice-cream,1
22112,Ice-cream,2
22117,Ice-cream,1
22119,Ice-cream,1
22122,Ladies Corner,1
22122,Groceries,1
22122,Fruits & Vegetables,6
22122,Eggs & Fresh Meat,1
22122,Dairy Products,1
22123,Sweets & Namkeen,8
22123,Ice-cream,1
22123,Fruits & Vegetables,1
22123,Breads & Cakes,2
22124,Ice-cream,3
22125,Health Foods,3
22125,Groceries,1
22125,Fruits & Vegetables,38
22126,Ice-cream,1
22129,Fruits & Vegetables,68
22129,Festival Stores,1
22131,Breads & Cakes,1
22135,Fruits & Vegetables,7
22142,Sweets & Namkeen,1
22142,Ice-cream,1
22153,Ice-cream,1
22156,Groceries,1
22156,Fruits & Vegetables,133
22156,Eggs & Fresh Meat,1
22157,Fruits & Vegetables,54
22158,Fruits & Vegetables,52
22162,Festival Stores,2
22163,Fruits & Vegetables,16
22163,Dishwasher Essentials,1
22167,Fruits & Vegetables,12
22180,Toys,1
22180,Sweets & Namkeen,1
22180,Snacks,1
22180,Pooja Needs,1
22180,Plant & Seeds,3
22180,Groceries,3
22180,Fruits & Vegetables,44
22180,Books & Stationery,2
22181,Fruits & Vegetables,7
22186,Plant & Seeds,2
22186,Festival Stores,1
22188,Sweets & Namkeen,6
22188,Snacks,3
22188,Salads,2
22188,Quick Bites,1
22188,Mineral Water,23
22188,Eggs & Fresh Meat,1
22188,Chaat's,2
22189,Snacks,2
22189,Fast Foods,1
22189,Eggs & Fresh Meat,7
22189,Combos,1
22189,Chaat's,1
22193,Roti's,1
22193,Quick Bites,1
22193,Pooja Needs,5
22193,Fruits & Vegetables,17
22193,Eggs & Fresh Meat,1
22193,Dry Fruits,7
22193,Combos,1
22194,Roti's,1
22194,Groceries,3
22194,Batter,4
22196,Sweets & Namkeen,1
22196,Pickles & Masalas,1
22196,Groceries,1
22196,Fruits & Vegetables,1
22201,Snacks,1
22201,Curries,2
22205,Plant & Seeds,4
22207,Fruits & Vegetables,18
22209,Sweets & Namkeen,1
22209,Fruits & Vegetables,14
22210,Plant & Seeds,14
22210,Groceries,2
22212,Groceries,3
22212,Fruits & Vegetables,19
22219,Fruits & Vegetables,5
22220,Sweets & Namkeen,1
22220,Pickles & Masalas,2
22220,Groceries,2
22220,Fruits & Vegetables,294
22229,Fruits & Vegetables,33
22232,Tiffins,4
22232,Sweets & Namkeen,1
22232,Starters,2
22232,Snacks,9
22232,Roti's,4
22232,Rice Items,4
22232,Fruits & Vegetables,7
22232,Fast Foods,4
22232,Desserts,1
22232,Curries,4
22232,Combos,6
22235,Fruits & Vegetables,2
22238,Biryani's,1
22241,Fruits & Vegetables,7
22248,Sweets & Namkeen,3
22248,Fruits & Vegetables,3
22248,Dairy Products,1
22248,Breads & Cakes,2
22249,Plant & Seeds,10
22252,Sweets & Namkeen,1
22252,Plant & Seeds,1
22252,Breads & Cakes,3
22254,Fruits & Vegetables,13
22262,Sweets & Namkeen,1
22262,Pooja Needs,1
22262,Groceries,4
22262,Fruits & Vegetables,44
22262,Dairy Products,12
22262,Books & Stationery,1
22265,Sweets & Namkeen,5
22265,Safety Equipment,3
22265,Roti's,9
22265,Rice Items,1
22265,Pooja Needs,22
22265,Plant & Seeds,6
22265,Main Course,1
22265,Groceries,4
22265,Fruits & Vegetables,85
22265,Festival Stores,1
22265,Curries,6
22265,Combos,2
22265,Books & Stationery,7
22271,Rice Items,1
22271,Pooja Needs,13
22271,Fruits & Vegetables,146
22272,Fruits & Vegetables,9
22274,Sweets & Namkeen,7
22274,Starters,4
22274,Snacks,2
22274,Roti's,2
22274,Non veg curries,2
22274,Main Course,3
22274,Groceries,9
22274,Fruits & Vegetables,39
22274,Eggs & Fresh Meat,5
22274,Desserts,1
22274,Curries,5
22274,Combos,4
22274,Chaat's,1
22274,Beverages & Juices,4
22275,Breads & Cakes,1
22278,Sweets & Namkeen,5
22278,Breads & Cakes,1
22280,Combos,2
22291,Sweets & Namkeen,6
22291,Snacks,2
22291,Roti's,1
22291,Main Course,1
22291,Dal,1
22299,Fruits & Vegetables,13
22299,Festival Stores,1
22299,Breads & Cakes,4
22299,Books & Stationery,3
22306,Fruits & Vegetables,3
22306,Dairy Products,1
22308,Sweets & Namkeen,20
22308,Pickles & Masalas,1
22308,Groceries,1
22312,Roti's,1
22316,Fruits & Vegetables,17
22325,Sweets & Namkeen,1
22325,Fruits & Vegetables,1
22325,Dry Fruits,1
22326,Salads,3
22326,Rice Items,3
22326,Main Course,4
22326,Fast Foods,1
22326,Combos,2
22331,Snacks,1
22331,Packing Material,3
22331,Fruits & Vegetables,1
22331,Breads & Cakes,1
22331,Batter,1
22333,Sweets & Namkeen,3
22333,Sandwiches,1
22333,Roti's,10
22333,Rice Items,3
22333,Pizza,2
22333,Non veg curries,1
22333,Main Course,2
22333,Fruits & Vegetables,27
22333,Eggs & Fresh Meat,2
22333,Curries,7
22333,Combos,14
22333,Biryani's,1
22347,Snacks,3
22347,Fast Foods,4
22353,Pooja Needs,14
22353,Fruits & Vegetables,91
22356,Combos,1
22358,Mineral Water,2
22358,Fruits & Vegetables,2
22358,Eggs & Fresh Meat,1
22361,Snacks,2
22361,Roti's,10
22361,Pooja Needs,6
22361,Fruits & Vegetables,69
22361,Curries,5
22361,Combos,3
22363,Sweets & Namkeen,7
22363,Groceries,9
22363,Fruits & Vegetables,34
22363,Eggs & Fresh Meat,2
22363,Dairy Products,1
22363,Breads & Cakes,9
22364,Snacks,1
22364,Roti's,1
22364,Rice Items,1
22364,Groceries,2
22364,Curries,3
22364,Combos,3
22365,Fruits & Vegetables,109
22366,Tiffins,1
22366,Snacks,1
22366,Salads,1
22366,Roti's,1
22366,Pizza,1
22366,Ice-cream,4
22366,Groceries,1
22366,Fruits & Vegetables,141
22366,Fast Foods,1
22366,Burgers,1
22366,Breads & Cakes,1
22368,Fruits & Vegetables,7
22370,Plant & Seeds,1
22375,Starters,3
22379,Fruits & Vegetables,5
22379,Dishwasher Essentials,2
22384,Fruits & Vegetables,1
22387,Fruits & Vegetables,5
22390,Fruits & Vegetables,2
22396,Sweets & Namkeen,12
22396,Pooja Needs,16
22396,Groceries,1
22396,Fruits & Vegetables,148
22396,Festival Stores,5
22396,Eggs & Fresh Meat,1
22396,Breads & Cakes,1
22397,Roti's,18
22397,Pickles & Masalas,2
22397,Groceries,3
22397,Fruits & Vegetables,2
22397,Curries,10
22397,Combos,4
22398,Sweets & Namkeen,9
22398,Snacks,2
22398,Roti's,3
22398,Pickles & Masalas,23
22398,Light Meal,2
22398,Health Foods,5
22398,Groceries,47
22398,Fruits & Vegetables,213
22398,Eggs & Fresh Meat,6
22398,Dry Fruits,7
22398,Dal,1
22398,Curries,2
22398,Combos,4
22399,Sweets & Namkeen,1
22399,Snacks,2
22399,Breads & Cakes,1
22409,Sweets & Namkeen,8
22409,Pooja Needs,2
22409,Breads & Cakes,2
22424,Pooja Needs,7
22424,Fruits & Vegetables,4
22424,Dairy Products,1
22424,Breads & Cakes,1
22438,Groceries,2
22438,Batter,2
22444,Sweets & Namkeen,2
22444,Starters,3
22444,Roti's,1
22444,Rice Items,1
22444,Pooja Needs,44
22444,Plant & Seeds,8
22444,Groceries,1
22444,Fruits & Vegetables,137
22444,Festival Stores,5
22444,Fast Foods,2
22444,Combos,3
22444,Chaat's,4
22444,Batter,1
22445,Packing Material,1
22445,Dairy Products,1
22446,Roti's,1
22446,Curries,1
22452,Groceries,7
22452,Fruits & Vegetables,93
22452,Eggs & Fresh Meat,1
22452,Dry Fruits,4
22458,Tiffins,2
22458,Sweets & Namkeen,3
22458,Snacks,1
22458,Pooja Needs,17
22458,Plant & Seeds,18
22458,Pickles & Masalas,2
22458,Ice-cream,1
22458,Groceries,1
22458,Fruits & Vegetables,8
22458,ECO Products,2
22458,Curries,1
22458,Chaat's,1
22458,Breads & Cakes,1
22459,Sweets & Namkeen,5
22459,Pickles & Masalas,4
22459,Fruits & Vegetables,15
22462,Starters,2
22462,Rice Items,1
22462,Curries,2
22462,Combos,1
22463,Fruits & Vegetables,15
22463,Breads & Cakes,3
22463,Batter,2
22464,Veg curries,1
22464,Sweets & Namkeen,8
22464,Starters,1
22464,Roti's,1
22464,Pooja Needs,7
22464,Main Course,2
22464,Groceries,2
22464,Fruits & Vegetables,14
22464,Eggs & Fresh Meat,2
22464,Dry Fruits,1
22464,Dairy Products,2
22464,Curries,1
22464,Combos,1
22464,Breads & Cakes,1
22464,Biryani's,1
22465,Sweets & Namkeen,9
22465,Pooja Needs,1
22465,Pickles & Masalas,2
22465,Packing Material,1
22465,Ice-cream,1
22465,Groceries,3
22465,Fruits & Vegetables,11
22465,Eggs & Fresh Meat,2
22465,Dry Fruits,1
22465,Beverages,1
22468,Snacks,1
22468,Rice Items,1
22468,Combos,1
22472,Roti's,1
22472,Fruits & Vegetables,4
22472,Eggs & Fresh Meat,2
22474,Snacks,1
22475,Sweets & Namkeen,10
22475,Fruits & Vegetables,218
22475,Eggs & Fresh Meat,1
22475,Dairy Products,2
22475,Breads & Cakes,1
22475,Batter,5
22476,Fruits & Vegetables,5
22476,Breads & Cakes,1
22477,Sweets & Namkeen,1
22477,Groceries,1
22477,Dairy Products,2
22483,Sweets & Namkeen,2
22483,Dairy Products,5
22485,Sweets & Namkeen,5
22485,Groceries,1
22492,Groceries,2
22492,Eggs & Fresh Meat,2
22492,Dairy Products,5
22492,Breads & Cakes,1
22494,Snacks,2
22494,Pooja Needs,5
22494,Groceries,5
22494,Fruits & Vegetables,25
22494,Festival Stores,1
22495,Fruits & Vegetables,11
22497,Fruits & Vegetables,6
22501,Fruits & Vegetables,5
22510,Groceries,1
22510,Dairy Products,1
22510,Breads & Cakes,3
22518,Sweets & Namkeen,3
22518,Fruits & Vegetables,61
22518,Eggs & Fresh Meat,1
22521,Fruits & Vegetables,3
22521,Breads & Cakes,2
22522,Groceries,2
22523,Fruits & Vegetables,1
22525,Groceries,3
22528,Sweets & Namkeen,6
22528,Fruits & Vegetables,28
22528,Combos,1
22530,Sweets & Namkeen,1
22530,Fast Foods,1
22541,Tiffins,2
22541,Snacks,4
22541,Rice Items,1
22541,Quick Bites,1
22541,Packing Material,4
22541,Groceries,3
22541,Fast Foods,3
22548,Pooja Needs,9
22548,Plant & Seeds,1
22548,Groceries,4
22548,Fruits & Vegetables,206
22548,Dairy Products,2
22552,Tiffins,1
22552,Starters,2
22552,Soups,1
22552,Snacks,15
22552,Roti's,3
22552,Rice Items,1
22552,Pooja Needs,33
22552,Ladies Corner,1
22552,Fruits & Vegetables,51
22552,Festival Stores,1
22552,Desserts,3
22552,Curries,6
22552,Combos,5
22552,Chaat's,5
22552,Books & Stationery,2
22557,Veg curries,1
22557,Roti's,2
22557,Fruits & Vegetables,16
22557,Combos,5
22560,Health Foods,2
22560,Groceries,3
22560,Dairy Products,9
22565,Starters,1
22565,Snacks,1
22565,Roti's,2
22565,Plant & Seeds,1
22565,Desserts,1
22569,Sweets & Namkeen,5
22569,Sports,1
22569,Plant & Seeds,1
22569,Groceries,9
22569,Fruits & Vegetables,1
22569,ECO Products,1
22569,Dry Fruits,1
22569,Dishwasher Essentials,1
22569,Breads & Cakes,12
22569,Books & Stationery,4
22573,Fruits & Vegetables,2
22574,Sweets & Namkeen,27
22574,Breads & Cakes,5
22576,Tiffins,4
22576,Snacks,2
22576,Roti's,12
22576,Main Course,2
22576,Ice-cream,1
22576,Eggs & Fresh Meat,1
22576,Dairy Products,2
22576,Curries,6
22576,Batter,1
22578,Sweets & Namkeen,16
22578,Fruits & Vegetables,57
22578,Eggs & Fresh Meat,1
22578,Breads & Cakes,2
22580,Sweets & Namkeen,1
22580,Fruits & Vegetables,1
22585,Sweets & Namkeen,6
22590,Groceries,3
22590,Fruits & Vegetables,6
22594,Groceries,4
22594,Books & Stationery,3
22596,Sweets & Namkeen,4
22596,Starters,1
22596,Snacks,1
22596,Rice Items,1
22596,Pickles & Masalas,1
22596,Fruits & Vegetables,8
22596,Combos,1
22596,Chaat's,1
22597,Pooja Needs,1
22597,Plant & Seeds,6
22597,Groceries,3
22597,Fruits & Vegetables,27
22597,Eggs & Fresh Meat,32
22598,Combos,3
22599,Fruits & Vegetables,2
22599,Festival Stores,2
22600,Sweets & Namkeen,5
22602,Ice-cream,1
22606,Sweets & Namkeen,6
22606,Fruits & Vegetables,18
22606,Breads & Cakes,1
22626,Sweets & Namkeen,1
22626,Pooja Needs,5
22626,Groceries,1
22626,Fruits & Vegetables,144
22626,Eggs & Fresh Meat,3
22626,Dry Fruits,2
22626,Breads & Cakes,1
22627,Fruits & Vegetables,5
22627,Dairy Products,4
22632,Sweets & Namkeen,2
22632,Snacks,1
22632,Jams & Spreads,1
22632,Groceries,3
22632,Fruits & Vegetables,87
22632,Dairy Products,2
22632,Combos,1
22632,Breads & Cakes,3
22632,Batter,4
22633,Sweets & Namkeen,7
22633,Ladies Corner,6
22633,Groceries,4
22633,Fruits & Vegetables,3
22633,Festival Stores,1
22633,Dairy Products,1
22638,Sweets & Namkeen,17
22638,Pooja Needs,1
22638,Plant & Seeds,4
22638,Groceries,5
22638,Fruits & Vegetables,90
22638,Dry Fruits,2
22638,Dairy Products,5
22638,Breads & Cakes,13
22638,Beverages,2
22638,Batter,3
22639,Sweets & Namkeen,3
22639,Pickles & Masalas,1
22642,Snacks,1
22642,Pooja Needs,5
22642,Plant & Seeds,2
22642,Ice-cream,1
22642,Home Accents,1
22642,Festival Stores,3
22642,Desserts,1
22642,Breads & Cakes,1
22642,Books & Stationery,1
22642,Beverages & Juices,1
22645,Sweets & Namkeen,2
22645,Pooja Needs,1
22645,Fruits & Vegetables,60
22645,Dry Fruits,1
22645,Batter,1
22649,Toys,1
22649,Sweets & Namkeen,33
22649,Pooja Needs,3
22649,Pickles & Masalas,9
22649,Home Accents,2
22649,Health Foods,21
22649,Groceries,43
22649,Fruits & Vegetables,432
22649,Festival Stores,8
22649,Eggs & Fresh Meat,1
22649,ECO Products,3
22649,Dairy Products,16
22649,Breads & Cakes,9
22649,Books & Stationery,8
22649,Batter,16
22653,Toys,1
22653,Sweets & Namkeen,3
22653,Plant & Seeds,11
22653,Fruits & Vegetables,29
22653,Breads & Cakes,2
22656,Pooja Needs,1
22656,Groceries,2
22656,Fruits & Vegetables,2
22664,Fruits & Vegetables,5
22667,Sweets & Namkeen,15
22667,Pickles & Masalas,10
22667,Groceries,6
22667,Fruits & Vegetables,110
22667,Dairy Products,9
22667,Breads & Cakes,8
22671,Fruits & Vegetables,8
22682,Sweets & Namkeen,20
22682,Pickles & Masalas,9
22682,Ice-cream,1
22682,Health Foods,1
22682,Groceries,18
22682,Fruits & Vegetables,56
22682,Eggs & Fresh Meat,1
22682,Dry Fruits,3
22682,Dairy Products,8
22685,Groceries,1
22685,Fruits & Vegetables,93
22687,Fruits & Vegetables,24
22690,Sweets & Namkeen,2
22695,Pickles & Masalas,2
22695,Groceries,13
22695,Fruits & Vegetables,169
22695,Festival Stores,1
22701,Sweets & Namkeen,9
22701,Pooja Needs,150
22701,Fruits & Vegetables,6
22701,Dry Fruits,2
22701,Dairy Products,2
22707,Tiffins,1
22707,Roti's,9
22707,Rice Items,5
22707,Light Meal,2
22707,Fast Foods,1
22707,Dal,3
22707,Curries,10
22707,Combos,39
22708,Fruits & Vegetables,5
22709,Sweets & Namkeen,5
22709,Pooja Needs,1
22709,Groceries,10
22709,Fruits & Vegetables,289
22709,Dry Fruits,1
22709,Breads & Cakes,6
22709,Batter,1
22711,Tiffins,3
22711,Sweets & Namkeen,3
22711,Soups,1
22711,Snacks,4
22711,Salads,1
22711,Roti's,7
22711,Rice Items,3
22711,Pickles & Masalas,2
22711,Main Course,1
22711,Light Meal,1
22711,Fruits & Vegetables,1
22711,Eggs & Fresh Meat,2
22711,Curries,3
22711,Combos,11
22711,Chaat's,6
22712,Sweets & Namkeen,6
22712,Rice Items,1
22712,Pooja Needs,6
22712,Pickles & Masalas,1
22712,Health Foods,1
22712,Fruits & Vegetables,4
22712,Festival Stores,2
22712,Combos,5
22712,Breads & Cakes,1
22719,Sweets & Namkeen,7
22719,Pickles & Masalas,4
22719,Fruits & Vegetables,6
22719,Dishwasher Essentials,5
22721,Roti's,1
22721,Fruits & Vegetables,2
22724,Sweets & Namkeen,7
22724,Snacks,2
22724,Fruits & Vegetables,1
22724,Combos,1
22727,Tiffins,1
22727,Snacks,1
22727,Plant & Seeds,9
22727,Fruits & Vegetables,64
22727,Festival Stores,1
22727,Chaat's,3
22727,Breads & Cakes,3
22729,Eggs & Fresh Meat,1
22730,Pooja Needs,10
22732,Sweets & Namkeen,25
22732,Groceries,2
22732,Fruits & Vegetables,9
22732,Breads & Cakes,3
22735,Veg curries,2
22735,Snacks,1
22735,Pooja Needs,1
22735,Mineral Water,6
22735,Groceries,10
22735,Fruits & Vegetables,17
22735,Eggs & Fresh Meat,5
22735,Dry Fruits,1
22735,Breads & Cakes,11
22735,Batter,1
22745,Snacks,1
22746,Sweets & Namkeen,5
22746,Breads & Cakes,11
22751,Sweets & Namkeen,18
22751,Sandwiches,1
22751,Roti's,3
22751,Rice Items,3
22751,Groceries,11
22751,Fruits & Vegetables,3
22751,Festival Stores,1
22751,Curries,3
22751,Combos,7
22775,Plant & Seeds,2
22775,Groceries,8
22775,Fruits & Vegetables,15
22775,Breads & Cakes,15
22781,Sweets & Namkeen,2
22783,Fried Chicken,1
22783,Eggs & Fresh Meat,1
22783,Burgers,1
22793,Sweets & Namkeen,2
22793,Pickles & Powders,5
22797,Sweets & Namkeen,19
22797,Plant & Seeds,9
22797,Pickles & Masalas,12
22797,Groceries,2
22797,Fruits & Vegetables,262
22797,Eggs & Fresh Meat,9
22797,Dairy Products,1
22797,Books & Stationery,9
22797,Beverages,1
22797,Batter,1
22800,Sweets & Namkeen,1
22802,Sweets & Namkeen,3
22802,Pickles & Masalas,2
22803,Sweets & Namkeen,11
22803,Books & Stationery,7
22807,Fruits & Vegetables,86
22809,Sweets & Namkeen,24
22809,Pooja Needs,9
22809,Pickles & Masalas,7
22809,Groceries,11
22809,Fruits & Vegetables,6
22809,Festival Stores,3
22809,Dry Fruits,24
22809,Dishwasher Essentials,2
22812,Sweets & Namkeen,7
22812,Health Foods,1
22812,Groceries,6
22812,Fruits & Vegetables,28
22813,Sweets & Namkeen,20
22813,Pickles & Masalas,10
22813,Health Foods,1
22813,Fruits & Vegetables,5
22814,Veg curries,1
22814,Sweets & Namkeen,42
22814,Starters,1
22814,Snacks,9
22814,Roti's,62
22814,Rice Items,2
22814,Pooja Needs,7
22814,Plant & Seeds,7
22814,Pickles & Masalas,8
22814,Pets,1
22814,Non veg curries,1
22814,Ladies Corner,5
22814,Ice-cream,18
22814,Groceries,51
22814,Fruits & Vegetables,181
22814,Festival Stores,2
22814,Fast Foods,1
22814,Eggs & Fresh Meat,17
22814,ECO Products,1
22814,Desserts,1
22814,Curries,7
22814,Combos,7
22814,Chaat's,8
22814,Cakes,1
22814,Breads & Cakes,10
22814,Books & Stationery,11
22814,Biryani's,1
22814,Beverages,1
22814,Batter,11
22815,Pooja Needs,3
22815,Fruits & Vegetables,6
22816,Starters,1
22816,Rice Items,1
22816,Eggs & Fresh Meat,7
22820,Sweets & Namkeen,1
22820,Fruits & Vegetables,225
22820,Eggs & Fresh Meat,1
22821,Sweets & Namkeen,12
22821,Ladies Corner,1
22821,Fruits & Vegetables,59
22821,Dairy Products,1
22821,Batter,1
22822,Sweets & Namkeen,5
22822,Fruits & Vegetables,8
22827,Sweets & Namkeen,4
22827,Pickles & Masalas,5
22829,Pooja Needs,6
22829,Groceries,1
22829,Fruits & Vegetables,4
22829,Dry Fruits,5
22829,Dairy Products,1
22829,Curries,1
22829,Breads & Cakes,5
22833,Sweets & Namkeen,10
22833,Dry Fruits,2
22833,Dairy Products,3
22833,Breads & Cakes,2
22840,Pooja Needs,2
22840,Plant & Seeds,7
22840,Fruits & Vegetables,42
22842,Sweets & Namkeen,2
22842,Groceries,3
22842,Fruits & Vegetables,13
22843,Pooja Needs,20
22843,Fruits & Vegetables,3
22848,Sweets & Namkeen,11
22848,Pooja Needs,10
22848,Pickles & Masalas,1
22848,Groceries,7
22848,Fruits & Vegetables,122
22848,Eggs & Fresh Meat,3
22848,Dry Fruits,2
22848,Dairy Products,1
22848,Breads & Cakes,2
22849,Festival Stores,2
22854,Sweets & Namkeen,10
22854,Roti's,4
22854,Plant & Seeds,6
22854,Pickles & Masalas,1
22854,Fruits & Vegetables,84
22854,Dairy Products,1
22854,Curries,1
22854,Combos,1
22854,Breads & Cakes,2
22862,Roti's,1
22862,Combos,1
22869,Fruits & Vegetables,25
22872,Fruits & Vegetables,2
22872,Eggs & Fresh Meat,5
22881,Groceries,3
22881,Fruits & Vegetables,16
22881,Festival Stores,1
22882,Roti's,1
22882,Curries,1
22882,Combos,1
22885,Main Course,1
22885,Curries,1
22886,Sweets & Namkeen,1
22901,Sweets & Namkeen,10
22901,Soups,1
22901,Roti's,1
22901,Pooja Needs,17
22901,Pickles & Masalas,3
22901,Groceries,14
22901,Fruits & Vegetables,76
22901,Festival Stores,2
22901,Chaat's,2
22901,Breads & Cakes,5
22901,Books & Stationery,1
22901,Batter,1
22902,Sweets & Namkeen,10
22902,Fruits & Vegetables,56
22903,Fruits & Vegetables,1
22904,Fruits & Vegetables,117
22904,Festival Stores,1
22911,Plant & Seeds,5
22911,Breads & Cakes,1
22914,Groceries,3
22914,Fruits & Vegetables,37
22914,Dairy Products,8
22918,Sweets & Namkeen,3
22918,Pickles & Masalas,4
22919,Sweets & Namkeen,28
22919,Sports,3
22919,Pooja Needs,12
22919,Fruits & Vegetables,112
22919,Festival Stores,2
22919,Dairy Products,8
22919,Breads & Cakes,16
22919,Batter,2
22921,Sweets & Namkeen,1
22921,Pickles & Masalas,3
22924,Sweets & Namkeen,37
22924,Pooja Needs,1
22924,Pickles & Masalas,2
22924,Groceries,27
22924,Fruits & Vegetables,260
22924,Eggs & Fresh Meat,30
22924,ECO Products,1
22924,Dairy Products,3
22924,Beverages,1
22924,Batter,2
22928,Sweets & Namkeen,2
22930,Ladies Corner,1
22930,Fruits & Vegetables,66
22931,Fruits & Vegetables,133
22933,Sweets & Namkeen,1
22933,Snacks,2
22933,Curries,1
22933,Combos,1
22935,Sweets & Namkeen,10
22935,Fruits & Vegetables,88
